Type,Process temperature,Rotational speed,Torque,Tool wear,Machine failure,Power,temperature_differential,power_speed_ratio,thermal_stress,operational_stress,efficiency_index,power_wear_interaction,speed_torque_efficiency
0.0,-0.5452171541821924,0.3651924810643976,0.9906221754297184,-1.1062521753516696,0.0,1.7620593302876355,0.5968003776102725,0.9910120796692105,1.8548374202492184,-0.9281996123690248,1.5354995668618407,-0.927775893532996,-0.6566197761720192
1.0,-0.5452171541821924,-1.8234341130381395,0.747713206656789,-1.0737987650545744,0.0,0.0053252324592953,0.5968003776102725,0.7473261197137969,0.3797760910110397,-0.9216034274490696,0.1301764046247121,-1.0435692509697467,-1.0513262886419672
1.0,-0.5452171541821924,-0.885451286994195,0.6127637795607167,-1.0251186496089315,0.0,0.4209411029031075,0.4965878224956438,0.6126888325106946,0.6626736372945892,-0.8868235433256688,0.5161051616542436,-0.956993888144515,-0.7594798129513239
2.0,-0.5452171541821924,-1.8708069830403584,1.8138136807157592,-0.976438534163289,0.0,1.313696551652521,0.3963752673809584,1.8135413241961216,1.332063115286486,-0.668774657733056,1.2276421212711488,-0.8177477332337015,-1.482351371595438
1.0,-0.477398904976873,1.2179041411043472,-1.1550737153978294,-0.8953050084205512,0.0,-1.0394360706361156,0.3963752673810153,-1.155046186616646,-0.6064909835443139,-1.0201339396909015,-1.0458338338522666,-0.984149245696078,1.2243828502696936
2.0,-0.477398904976873,-1.217061377009731,0.2214104409821075,-0.8466248929749084,0.0,-0.3034739600372125,0.3963752673810153,0.2211605810197368,-0.0001918091704947,-0.7618708130806067,-0.1838339097203644,-0.8575619500197784,-0.6297558693102209
0.0,-0.477398904976873,-0.5064683269764396,0.5048042378838584,-0.7654913672321705,0.0,0.5070898629626343,0.4965878224956438,0.5048279431826466,0.7343269892241783,-0.632270770732849,0.5913379337500688,-0.679359454428593,-0.6088136207418403
1.0,-0.477398904976873,0.734700867081709,-1.3979826841707594,-0.7330379569350753,0.0,-1.6237037079494765,0.3963752673810153,-1.3981044737286403,-1.0878214501741283,-0.942179027000521,-1.873628034924451,-0.9225093692987022,1.348773795332434
1.0,-0.409580655771592,0.5452093870728314,-0.5073164653366832,-0.6519044311923375,0.0,-0.3666843153098073,0.3963752673809584,-0.5072492839547971,-0.0522656668620112,-0.7114999464191301,-0.2512762313904178,-0.6836926623639689,0.3689673886307965
0.0,-0.3417624065662724,0.0809552610510811,-0.27790243927336,-0.5707709054495996,0.0,-0.2703248513094886,0.3963752673809584,-0.2778871580363943,0.0271170386130769,-0.5938180109153822,-0.1489109078272174,-0.5937481908205828,0.0511457947661724
0.0,-0.409580655771592,-0.6106886409813224,0.4238345816262158,-0.4571839694097666,0.0,0.3311336153832206,0.2961627122662729,0.4238105958651208,0.4572420795993054,-0.331694616993977,0.4360050004392494,-0.3881194376234147,-0.5898019604681353
0.0,-0.409580655771592,1.795853155131424,-1.4789523404284024,-0.4247305591126714,0.0,-1.3093904758407229,0.3963752673809584,-1.4789251047946426,-0.8288844065711577,-0.7424570415548293,-1.4101246177593814,-0.6305784614012603,1.839231950125552
1.0,-0.3417624065662724,-1.5581460410257106,0.9636322900105048,-0.3922771488155763,0.0,0.4525722289611091,0.3963752673809584,0.9633764737397832,0.6226529997899872,-0.1365075086807546,0.5439081222161202,-0.3012656540644818,-1.086424213654278
0.0,-0.409580655771592,-0.8001801209902,0.9771272327201111,-0.3111436230728384,0.0,0.97126820462675,0.3963752673809584,0.977147640287102,1.0499643209409926,-0.0427742218352535,0.971612914456375,-0.1232309733547959,-0.917956325754778
0.0,-0.477398904976873,1.5305650831189952,-1.1550737153978294,-0.2786902127757433,0.0,-0.9002876592447853,0.3963752673810153,-1.15499293978325,-0.49185795321978,-0.5572766455917663,-0.8690012187675236,-0.4355902505196617,1.3302532982642692
1.0,-0.6130354033874734,0.5262602390719436,-0.8581849757864701,-0.2462368024786481,0.0,-0.9022597392943404,0.2961627122663299,-0.8582093055181722,-0.549080019973535,-0.454586039451553,-0.8714583974793825,-0.4078983314013807,0.6819641786370156
1.0,-0.5452171541821924,-0.4875191789755518,1.0176120608489334,-0.1975566870330054,0.0,1.2345798138749602,0.3963752673809584,1.0177449807959966,1.2668852860166482,0.094958616692222,1.170188818978255,0.0527671592720297,-0.8651613802742667
1.0,-0.5452171541821924,0.734700867081709,-0.5882861215943257,-0.1488765715873626,0.0,-0.392970066496644,0.2961627122663299,-0.5881990499253487,-0.1335520370499162,-0.3008499568285042,-0.2796552403323202,-0.2209059251989548,0.4956970057774913
0.0,-0.6130354033874734,-0.6106886409813224,-0.2509125538541452,-0.1001964561417199,0.0,-0.6023608554425355,0.2961627122663299,-0.2510684940353997,-0.3043933810251616,-0.1621426818923989,-0.513000530283774,-0.2192922208253911,-0.1642310560025895
2.0,-0.5452171541821924,-1.1791630810079554,1.3010058577506851,-0.0677430458446248,0.0,1.150000933328566,0.2961627122663299,1.3009466485586334,1.125353575045008,0.3241010860138508,1.1076606227664532,0.1812504959954967,-1.1447112101558947
0.0,-0.6130354033874734,-1.453925727020828,1.543914826523615,0.013390479898113,0.0,1.2745144348784585,0.2961627122663299,1.5437854789079255,1.2269437837401211,0.4939903260261081,1.1993122657327246,0.299533457608416,-1.2994175149229945
0.0,-0.6130354033874734,-1.340230839015501,0.5857738941415019,0.0458438901952082,0.0,0.1016198254053514,0.2961627122663299,0.5855410049883484,0.2699824368134144,0.2326539768962885,0.2231517168856844,0.0713735272831504,-0.8566435144449931
0.0,-0.6130354033874734,-1.2833833950128382,1.3145008004602916,0.0782973004923033,0.0,1.0953924798510724,0.2961627122663299,1.3144038711813189,1.0807986945200805,0.4994246829203895,1.0666660064430442,0.331880417868596,-1.1730681229904043
1.0,-0.6130354033874734,-1.2833833950128382,1.0850867743969694,0.1107507107893985,0.0,0.7936642322690888,0.2961627122663299,1.0849532504911117,0.8346194829525553,0.4629582742435911,0.8308966809424946,0.2973614335649697,-1.0767577308557297
2.0,-0.5452171541821924,-1.2454850990110626,1.004117118139326,0.1594308262350412,0.0,0.7123418786466306,0.3963752673809584,1.003984619209426,0.8366560331846555,0.4911794517704453,0.7645323145103824,0.3301127989035163,-1.032501594215829
1.0,-0.6130354033874734,-0.2980276989666742,0.8691676910432538,0.2405643519777791,0.0,1.1506107212386256,0.2961627122663299,0.8693306111568775,1.1258510992513926,0.5352164817758287,1.1081156047706555,0.525899420657737,-0.7494841713848689
0.0,-0.6130354033874734,-0.1369599409591281,1.0850867743969694,0.2892444674234218,0.0,1.5644750732173731,0.2961627122663299,1.0853466509046543,1.4635218366865717,0.6653786989747192,1.403419859343794,0.6861851167278472,-0.8171884688064882
0.0,-0.6130354033874734,-0.8096546949906439,0.7072283785279667,0.3703779931661597,0.0,0.5970530410127498,0.2961627122663299,0.7071955429182486,0.6742049760685551,0.617818706568905,0.6682774931925609,0.5237993876683845,-0.7894278507539063
2.0,-0.5452171541821924,-0.7433326769875367,1.7328440244581156,0.4028314034632548,0.0,2.0442094936934407,0.3963752673809584,1.7330263947665985,1.9338731639972424,1.0370512322201546,1.7150295180520752,0.9483573709735118,-1.2217521851883433
1.0,-0.5452171541821924,-0.8665021389933072,0.4103396389166084,0.4839649292059927,0.0,0.157979797347911,0.2961627122663299,0.4102339725320796,0.3159663762290209,0.6238527166377279,0.2765407392677528,0.5201131656182909,-0.6465570320086937
0.0,-0.6130354033874734,-1.14126478500618,1.867793451554188,0.5650984549487307,0.0,1.929932644506043,0.1959501571517014,1.8678434858021948,1.6836654554576875,1.293402964336599,1.643555174697527,1.1144240835409471,-1.352406402830995
2.0,-0.680853652592793,-0.061163348955577,0.3698548107877861,0.5975518652458258,0.0,0.5860509102099664,0.1959501571516444,0.3699793376415689,0.5978415364755335,0.7230203603775102,0.6589554335335068,0.7589326474243455,-0.4201108962077319
0.0,-0.680853652592793,0.5831076830746069,-0.8042052049480414,0.6786853909885636,0.0,-0.7940288723641328,0.2961627122663299,-0.8042044482907759,-0.4607747661510246,0.3094845398844041,-0.7386151145512139,0.4246524054883123,0.6478230370787205
0.0,-0.680853652592793,1.7769040071305362,-1.4789523404284024,0.7111388012856588,0.0,-1.3172009507738305,0.2961627122663299,-1.4789279416709011,-0.8876293639859449,0.0472112326693639,-1.421107802192324,0.2921000182059125,1.8323204037788332
0.0,-0.6130354033874734,0.0809552610510811,-0.0484884132100369,0.743592211582754,0.0,0.0631642644390207,0.2961627122663299,-0.0484205738981261,0.2386066549469658,0.6895147392500104,0.1862906963779501,0.7489239718353636,-0.1144732533425424
0.0,-0.6130354033874734,-0.2506548289644548,0.1809256128532852,0.7760456218798492,0.0,0.2041160911388256,0.2961627122663299,0.1809563751199661,0.3536088459716295,0.8206888711809391,0.3196937003121214,0.825356894713897,-0.3537905580326291
0.0,-0.6130354033874734,0.090429835051525,-0.1024681840484665,0.8084990321769443,0.0,-0.010075155822431,0.2961627122663299,-0.1024103350608036,0.1788508220737845,0.726543322777941,0.1150969268399147,0.7893368865590555,-0.0741284093400505
1.0,-0.680853652592793,1.4926667871172197,-1.559921996686046,0.8409524424740394,0.0,-1.5636590601248537,0.1959501571516444,-1.559964322329748,-1.1390720959480238,0.1010301050844535,-1.781541518969313,0.3178927324050519,1.84156601331805
0.0,-0.6130354033874734,-1.1886376550083992,1.8003187380061518,0.8896325579196821,0.0,1.8049261229437612,0.2961627122663299,1.8003382246668564,1.659705158323178,1.6739953385533373,1.5634464237198815,1.4670029939719529,-1.3381082063271543
0.0,-0.6130354033874734,-1.046519045001741,1.5574097692332225,0.9220859682167772,0.0,1.5854803205873085,0.2961627122663299,1.5574446588099289,1.4806599577532988,1.6021119142551885,1.4177221080682538,1.4326315705825177,-1.2182569176657538
1.0,-0.680853652592793,0.8389211810865917,-0.3858619809502174,0.9545393785138724,0.0,-0.03076902213191,0.1959501571516444,-0.3857001727780541,0.0994659583651916,0.7294666320038303,0.0947415840917323,0.9246597364887488,0.3533905375474698
0.0,-0.6130354033874734,0.1851755750559638,-0.3318822101117887,1.084353019702253,0.0,-0.2937043792654022,0.0957376020370159,-0.3318544233059046,-0.1733974465495633,0.8705350413146922,-0.1735099855384196,0.9578044074203764,0.1220355708636728
0.0,-0.6130354033874734,-1.0370444710012972,0.5452890660126807,1.116806429999348,0.0,0.2358510108836464,0.0957376020370159,0.5451523705844843,0.250275709572317,1.3355285998481317,0.3490931593334376,1.1777666417278077,-0.7615109761043286
1.0,-0.7486719017981126,1.6632091191252096,-1.6678815383629038,1.1492598402964431,0.0,-1.6690356006675475,-0.0044749530776695,-1.6679300096133467,-1.3232608807941064,0.2568274954949883,-1.944322351237022,0.5212058165844836,2.0643575371900256
2.0,-0.7486719017981126,-0.3548751429693375,0.4103396389166084,1.197939955742086,0.0,0.4669476545854997,0.0957376020369589,0.4103891460977832,0.4351656119841491,1.351082104062799,0.5564744544057111,1.3442816905139685,-0.5178735404934166
0.0,-0.7486719017981126,0.2230738710577394,-1.1685686581074368,1.279073481484824,0.0,-1.501992635943689,0.0957376020369589,-1.168729031535499,-1.140093865346894,0.604963641639674,-1.688760983618116,0.6842842002058345,0.9021897422056362
0.0,-0.6130354033874734,-0.4875191789755518,0.5992688368511093,1.392660417524657,0.0,0.6505846349894993,0.1959501571517014,0.5993173434931248,0.6499832243625117,1.652257910976212,0.7132931091367279,1.617418654285641,-0.6554126701344762
0.0,-0.6130354033874734,-1.273908821012394,0.4508244670454296,1.425113827821752,0.0,-0.0347650790744307,0.1959501571517014,0.4505929673040353,0.0962372410614119,1.6047353968938065,0.0907985912785701,1.380443813573866,-0.7705846964325181
0.0,-0.6130354033874734,0.8389211810865917,-0.8177001476576489,1.4575672381188474,0.0,-0.6917272197934436,0.0957376020370159,-0.8176516187321845,-0.4918373986151017,0.9334236679947204,-0.6167060979805559,1.149337799773381,0.7413712104291227
0.0,-0.680853652592793,0.9241923470905868,-1.1820636008170442,1.4900206484159424,0.0,-1.2116946681226148,0.0957376020370159,-1.1820952653026626,-0.9078396790418116,0.7552517185091098,-1.2749039288592907,0.9682929023475616,1.1557775667889976
0.0,-0.7486719017981126,-1.1791630810079554,0.7612081493663964,1.5224740587130376,0.0,0.4343434627135735,0.0957376020369589,0.7610596893938117,0.4090804825904252,1.8804259438892112,0.5279111980523686,1.6663085674956812,-0.9043186883768404
0.0,-0.7486719017981126,-0.4022480129715569,0.9231474618816824,1.554927469010133,0.0,1.1586417577562225,0.0957376020369589,0.9232887316224304,0.9885585699497909,2.0080771134197093,1.11410211151796,1.9979482730023648,-0.8003427224482753
0.0,-0.7486719017981126,-0.4590954569742202,0.0324812430476056,1.587380879307228,1.0,-0.1245595923834663,0.0957376020369589,0.0324232937407836,-0.0380724040084148,1.5294789234888622,0.0011306062768475,1.5007433545694822,-0.3145725529130033
2.0,-0.8164901510033935,-0.5538411969786591,1.193046316073827,-1.7228669709964777,0.0,1.434162099416484,-0.0044749530776695,1.1931921796687222,1.1348848480101494,-1.615252237099822,1.3132559871324898,-1.665880150594108,-0.9602973658846036
0.0,-0.7486719017981126,-0.5064683269764396,0.8691676910432538,-1.6417334452537395,0.0,1.0150302178316883,-0.0044749530776695,0.8692645716536958,0.8028765958464352,-1.5298391380510832,1.005426790574736,-1.579923195072886,-0.7982355116985219
0.0,-0.7486719017981126,-0.478044604975108,-0.0349934705004304,-1.6092800349566443,0.0,-0.229533932389737,-0.0044749530776695,-0.0350703368391214,-0.1829839086283036,-1.5218562551650008,-0.1063502758811031,-1.5715645046516598,-0.2754945469717084
0.0,-0.680853652592793,-0.3264514209680058,-0.1294580694676804,-1.5768266246595493,0.0,-0.2782520941402672,-0.0044749530776695,-0.129513496350832,-0.2215751789231417,-1.494684470693594,-0.1572347972301588,-1.54208258606409,-0.1700268834475481
0.0,-0.7486719017981126,-0.7717563989888684,0.8826626337528611,-1.5443732143624542,0.0,0.8609225413276108,-0.0044749530776695,0.8826750378404062,0.6808027986261722,-1.4224637414847654,0.8848552431161353,-1.4773740650525715,-0.8667664362135059
2.0,-0.680853652592793,-0.6391123629826541,0.3833497534973936,-1.4632396886197163,0.0,0.2580369114411452,-0.0044749530776695,0.3833092539213376,0.2032371133903429,-1.360999291094273,0.3695108413163986,-1.4137076249224172,-0.5741214841987251
0.0,-0.680853652592793,0.3841416290652854,-1.2495383143650798,-1.3821061628769784,0.0,-1.5507237719050713,-0.0044749530776695,-1.249686833384058,-1.229542160735882,-1.3921062995236075,-1.7619307879946622,-1.4223507007540173,1.047775606275787
1.0,-0.680853652592793,-0.8001801209902,0.5587840087222881,-1.3496527525798832,0.0,0.4005456434432317,-0.0044749530776695,0.5587266999694632,0.3161230023167083,-1.2326735117424157,0.4980659885168405,-1.291577083788736,-0.7103881289904783
1.0,-0.7486719017981126,-0.1559090889600159,-0.2104277257253239,-1.3009726371342405,0.0,-0.3003601494326522,-0.0044749530776695,-0.2104562313957408,-0.2390877021141948,-1.2459408382291437,-0.1805405421060927,-1.283706978187083,-0.0653513053784003
1.0,-0.7486719017981126,2.117988671146517,-1.883800621716619,-1.1873857010944076,0.0,-1.8488062662375488,-0.0044749530776695,-1.8838522357379,-1.465663182047175,-1.3142638218034537,-2.235064340755197,-1.2915990493589151,2.5938941031860407
0.0,-0.680853652592793,-0.5064683269764396,0.2618952691109287,-1.138705585648765,0.0,0.1684629597166,-0.104687508192355,0.2618701908686153,0.0682036379165925,-1.0454318079918663,0.2863892389042748,-1.093899296462193,-0.469617231175188
0.0,-0.7486719017981126,1.1231584010999085,-1.2360433716554728,-1.1062521753516696,0.0,-1.2078672759211748,-0.104687508192355,-1.2360545859946093,-1.0111307812745771,-1.1879243935922643,-1.2696865516633005,-1.177105083768487,1.2872010713234894
1.0,-0.680853652592793,-1.444451153020384,1.5034299983947934,-1.0737987650545744,0.0,1.228741418991408,-0.0044749530776695,1.5032984473419908,0.9721643200266148,-0.8292568385696955,1.1659097049470633,-0.9359710480799004,-1.2821042273116057
1.0,-0.680853652592793,0.6778534230790457,-0.7772153195288275,-1.0251186496089315,0.0,-0.7076206280875592,-0.0044749530776695,-0.7771884563068601,-0.561692222634827,-1.0682561069478482,-0.6354188002661963,-1.0630171829925432,0.6517597434981327
1.0,-0.7486719017981126,2.3359038731567257,-1.5059422258476172,-0.976438534163289,0.0,-1.132201678230336,-0.0044749530776695,-1.505845473650567,-0.8980169417822501,-1.1297580356617494,-1.1677494107635829,-1.0621957432812914,2.0753540828411734
0.0,-0.8164901510033935,0.2420230190586271,-1.1280838299786144,-0.9277584187176464,0.0,-1.434072642131696,-0.104687508192298,-1.1282308870313291,-1.188523699946877,-1.0405221476253088,-1.5886129715532709,-1.0534665945719757,0.864826969475959
0.0,-0.8164901510033935,0.1851755750559638,0.4508244670454296,-0.8953050084205512,0.0,0.8523595621650675,-0.0044749530776695,0.4510353069062067,0.6740197790803418,-0.7748383129800643,0.8780314780084196,-0.7761723808267533,-0.4060234621487018
0.0,-0.8164901510033935,0.488361943070168,-0.0619833559196443,-0.7979447775292657,0.0,0.2700510306904106,-0.0044749530776695,-0.0618184461100044,0.2127538953591898,-0.7618708130806068,0.3805212699488613,-0.7419540680941527,0.0059858173938947
1.0,-0.8164901510033935,-0.5917394929804346,-0.0754782986292517,-0.7654913672321705,0.0,-0.3491431822374451,-0.0044749530776695,-0.0755946618222093,-0.2777303589207438,-0.733799548847388,-0.2324478299842654,-0.787182266295208,-0.2795650361928583
0.0,-0.8843084002087132,-0.5064683269764396,0.3158750399493574,-0.7168112517865278,0.0,0.2437133826601634,-0.104687508192355,0.3158608024939559,0.1272159079653171,-0.6165298749011373,0.3563415929460388,-0.6635660279360212,-0.5015251122670431
0.0,-0.8843084002087132,0.8294466070861479,-1.34400291333233,-0.6843578414894327,0.0,-1.5013050027685138,-0.104687508192355,-1.3440940998658737,-1.241248110876645,-0.8974673871737785,-1.687736450316013,-0.8681111809155114,1.3154616185671133
0.0,-0.8843084002087132,-0.5538411969786591,1.004117118139326,-0.6519044311923375,0.0,1.171693813873676,-0.104687508192355,1.0042254896099263,0.8549491174885946,-0.4176698908938488,1.1238088350699649,-0.4684445972976206,-0.8740037793577123
1.0,-0.8164901510033935,-0.061163348955577,0.7747030920760029,-0.6194510208952424,0.0,1.168722719588489,-0.0044749530776695,0.774917686716709,0.9246215193917476,-0.4271893850396935,1.1216017033616448,-0.4325226691739692,-0.6455051097744724
2.0,-0.8164901510033935,1.1136838270994645,-1.1280838299786144,-0.5707709054495996,0.0,-1.043756482849944,-0.104687508192298,-1.1280671484717557,-0.8824331599217329,-0.7709030890221364,-1.051438838372281,-0.7096956703158641,1.158229290057995
0.0,-0.8843084002087132,0.6494297010777141,-0.9391546320441136,-0.4896373797068618,0.0,-0.966105830898698,-0.2049000633069835,-0.9391747247723408,-0.8766302867002869,-0.6676503080307908,-0.9517623869334216,-0.6285466331929844,0.8019978772294348
2.0,-0.952126649413994,-0.0422142009546893,0.3293699826589649,-0.4247305591126714,0.0,0.5390712927136497,-0.104687508192298,0.3294907323987726,0.3588390679065978,-0.3206010332649613,0.6188769909576766,-0.3202169359875092,-0.3910696954834195
1.0,-0.8843084002087132,-0.0516887749551332,-0.2104277257253239,-0.3435970333699336,0.0,-0.2439872032792414,-0.104687508192355,-0.2104299200608129,-0.2552446491263301,-0.3725085111862005,-0.1213788658542671,-0.3749692964981367,-0.0361606880301022
1.0,-0.952126649413994,-0.1653836629604598,0.1134508993052491,-0.2949169179242908,0.0,0.157227293118475,-0.2049000633069835,0.1134904358156276,-0.0045974831385487,-0.245344559860017,0.2758328092468251,-0.2551535167140023,-0.2886140627321067
0.0,-0.952126649413994,1.6726836931256537,-1.5734169393956534,-0.2462368024786481,0.0,-1.512735282529425,-0.2049000633069835,-1.5734361510546235,-1.3009735229348762,-0.6432893978150469,-1.7047954497244175,-0.5238214335224372,1.927990755841297
0.0,-0.952126649413994,-0.6864852329848734,0.6262587222703242,-0.2137833921815529,0.0,0.5637482417547981,-0.2049000633069835,0.6262503754366655,0.3109808568628358,-0.0286823722335307,0.6399843007549311,-0.0955991678040186,-0.7181141975856123
0.0,-0.8843084002087132,0.5736331090741631,-0.9391546320441136,-0.1813299818844578,0.0,-1.0014994781038775,-0.2049000633069835,-0.9391896926066744,-0.9041060378739312,-0.4248282506649367,-0.996918075500193,-0.371419380276688,0.7775022542798135
0.0,-0.952126649413994,0.905243199089699,-1.0875990018497932,-0.1488765715873626,0.0,-1.0748556662629998,-0.2049000633069835,-1.0876090309746351,-0.9610517479676924,-0.4409064514073277,-1.091993504999423,-0.3585669543174769,1.0430726311773797
1.0,-0.952126649413994,1.9284971911376383,-1.748851194620547,-0.1164231612902675,0.0,-1.697656709807805,-0.2049000633069835,-1.748886504191815,-1.4445262654121276,-0.6053238562018951,-1.989486871777271,-0.4594210528944729,2.293042658189944
0.0,-1.0199448986193136,-0.3454005689688936,-0.0484884132100369,-0.0677430458446248,0.0,-0.1744584073215591,-0.2049000633069835,-0.0485319519469978,-0.2620819328285059,-0.07316914211982,-0.0495964437786712,-0.0993720851328722,-0.230452978908869
0.0,-0.8843084002087132,-0.6675360849839856,0.4913092951742519,-0.0352896355475296,0.0,0.3896862289598247,-0.2049000633069835,0.491280961817488,0.1758581744047705,0.1192445702611483,0.4884250401256909,0.0533805355009336,-0.6413477440589509
0.0,-0.8843084002087132,0.5167856650714998,0.0189863003379991,-0.0028362252504345,0.0,0.40713654255622,-0.2049000633069835,0.0191781223765385,0.189404686621981,0.0084586462646264,0.5039051041442167,0.0904406795338775,-0.0434929284066889
0.0,-0.8164901510033935,-1.8329086870385831,1.3010058577506851,0.0296171850466606,0.0,0.6961241150812074,-0.2049000633069835,1.3006854727559,0.4137429863440266,0.4381101458235326,0.7511477501724784,0.1884294252377407,-1.2881491918330892
0.0,-0.8843084002087132,0.4030907770661731,0.3158750399493574,0.0620705953437557,0.0,0.7842709036119946,-0.2049000633069835,0.3161115062858057,0.4821704986144561,0.1642185583517522,0.8232944472434608,0.2429635823156777,-0.2691477161773938
0.0,-0.8843084002087132,2.117988671146517,-1.5734169393956534,0.0945240056408509,0.0,-1.3334576369718116,-0.2049000633069835,-1.573371898351538,-1.1618019944460904,-0.4118982290888882,-1.4440516688567078,-0.2132638517798127,2.094152060035336
0.0,-0.952126649413994,0.5357348130723876,-1.1955585435266507,0.1269774159379461,0.0,-1.4037519113697805,-0.3051126184216121,-1.1956651025927951,-1.267995715179311,-0.2660325943816947,-1.544578978557458,-0.2035089602165384,1.0386167410831546
0.0,-0.952126649413994,-0.8570275649928633,0.7342182639471816,0.1918842365321364,0.0,0.6036828627582955,-0.3051126184216121,0.7341747776446031,0.2744552215657725,0.4360863163594551,0.673883294959231,0.3381285463494753,-0.8143071258019225
0.0,-0.952126649413994,0.7915483110843724,-0.3318822101117887,0.2243376468292315,0.0,0.0268105256307686,-0.4053251735362975,-0.3317165470505211,-0.2317525858865279,0.1038035010167076,0.1511163570387236,0.2292259464715776,0.2957318063246224
0.0,-1.0199448986193136,0.5262602390719436,-0.9121647466248998,0.2567910571263267,0.0,-0.983166918169524,-0.4053251735362975,-0.9122025188131272,-0.9997877226795028,-0.0703207895407489,-0.9734716344532623,0.0066318374826596,0.7351466852773354
0.0,-1.0877631478246332,-0.2885531249662303,0.0054913576283917,0.2892444674234218,0.0,-0.0663313340781697,-0.4053251735363545,0.0054744840120361,-0.3025821092604068,0.2816006672682296,0.0595104906577019,0.2689407346908689,-0.2510593529524824
0.0,-1.0877631478246332,2.2127344111509557,-1.802830965458976,0.321697877720517,0.0,-1.6784289293246395,-0.4053251735363545,-1.8028449072416304,-1.5284981974751095,-0.3404645446716449,-1.9590995033595755,-0.1185613317217386,2.4932520744606173
1.0,-1.0877631478246332,-0.5917394929804346,0.2888851545301436,0.3541512880176121,0.0,0.1556444393944901,-0.305112618421669,0.2888403979800096,-0.0698036777628655,0.4471049434416534,0.2743432845387075,0.3903089382791057,-0.5075273187648338
1.0,-1.0877631478246332,-0.6959598069853173,1.1525614879450057,0.4028314034632548,0.0,1.281390766630198,-0.305112618421669,1.1526507525935583,0.7951850627735486,0.8194895648318564,1.204301515321954,0.7425157306859046,-0.9740679150036944
0.0,-1.0877631478246332,-1.273908821012394,1.611389540071651,0.4515115189088976,0.0,1.4927406614147924,-0.4053251735363545,1.6113437854340322,0.8830107776687564,1.0511056034984685,1.3540954886477807,0.8559965570435161,-1.2867132721560737
1.0,-1.0199448986193136,1.9663954871394136,-1.694871423782118,0.4839649292059927,0.0,-1.5942781977363722,-0.305112618421669,-1.6948850240113684,-1.414390234527226,-0.1946738666112694,-1.828281670061436,0.0297653950878827,2.2221316177337216
2.0,-1.0199448986193136,-0.7907055469897561,0.6262587222703242,0.5326450446516355,0.0,0.4985268838000927,-0.2049000633069835,0.6262170074920846,0.2603501379662428,0.759186942467038,0.5839288859877002,0.665898680831842,-0.7434294010675415
