Process temperature,Tool wear,Torque,temperature_differential,power_speed_ratio,Process temperature_kmeans_cluster_interaction,Tool wear_kmeans_cluster_interaction,Process temperature_complete_cluster_interaction,Tool wear_complete_cluster_interaction,Torque_kmeans_cluster_interaction,Tool wear_ward_cluster_interaction,Torque_complete_cluster_interaction,Machine failure
0.3335171,1.2045817,-0.029629631,-0.35294116,-0.0349080012739134,0.6670342,2.4091634,0.0,0.0,-0.059259262,1.2045817,-0.0,0.0
0.67057425,1.5209272,0.5111111,-0.64705884,0.7067797113400882,0.67057425,1.5209272,1.3411485,3.0418544,0.5111111,4.5627816,1.0222222,0.0
-1.4191804,1.5413148,-0.13333333,0.5882353,-0.1771343718137866,-7.095902,7.706574000000001,-1.4191804,1.5413148,-0.66666665,1.5413148,-0.13333333,0.0
-1.2843575,1.0951865,-0.9481482,0.11764706,-1.2947045542893905,-0.0,0.0,-3.8530725,3.2855595,-0.0,0.0,-2.8444446,0.0
-1.6214148,1.4498003,0.4888889,0.5882353,0.6762602943754236,-4.8642444,4.3494009,-3.2428296,2.8996006,1.4666667,4.3494009,0.9777778,0.0
1.2098658,1.3531277,0.5111111,0.76470584,0.7067987543318693,3.6295974,4.0593831,2.4197316,2.7062554,1.5333333000000002,0.0,1.0222222,0.0
-0.40800878,1.1463994,-0.42222226,0.82352936,-0.5732125355913132,-2.0400439,5.731997,-0.40800878,1.1463994,-2.1111113,0.0,-0.42222226,0.0
0.67057425,1.2684411,0.38518518,-0.17647056,0.534205755288942,1.3411485,2.5368822,1.3411485,2.5368822,0.77037036,0.0,0.77037036,0.0
0.80539715,1.6000966,-0.08888888,-0.9411765,-0.1160201140549445,3.2215886,6.4003864,1.6107943,3.2001932,-0.35555552,1.6000966,-0.17777776,0.0
2.0862145,1.250608,-0.8222223,-0.35294116,-1.12207842994177,0.0,0.0,6.2586435,3.751824,-0.0,1.250608,-2.4666669,0.0
-1.2169461,0.7087352,0.1851852,0.23529412,0.2597677366768995,-6.084730499999999,3.543676,-1.2169461,0.7087352,0.925926,0.0,0.1851852,0.0
0.8728086,1.400698,0.5703704,-0.4705882,0.7878466609834199,0.8728086,1.400698,1.7456172,2.801396,0.5703704,0.0,1.1407408,0.0
1.2772772,1.7082105,0.35555556,0.88235295,0.4934086837823033,3.8318316,5.1246315000000005,2.5545544,3.416421,1.06666668,5.1246315000000005,0.71111112,0.0
-0.67765456,0.87244505,-0.6148148,0.11764706,-0.83763780080798,-3.3882728,4.36222525,-0.67765456,0.87244505,-3.074074,0.0,-0.6148148,0.0
-0.745066,1.2324508,-0.8,-0.17647056,-1.0914629042147697,-0.0,0.0,-2.235198,3.6973524,-0.0,1.2324508,-2.4000000000000004,0.0
-0.0035401233,1.3326188,-1.2,1.117647,-1.6402129737165445,-0.0,0.0,-0.0106203699,3.9978564,-0.0,2.6652376,-3.6,0.0
-0.61024314,0.7316709,0.6962963,-0.11764705,0.9608479650216428,-3.0512157,3.6583545,-0.0,0.0,3.4814815,0.0,0.0,0.0
-1.6888262,1.2460995,0.9407407,0.76470584,1.2961471716431356,-5.0664786,3.7382985,-3.3776524,2.492199,2.8222221,0.0,1.8814814,0.0
-0.67765456,1.6251522,-1.3407408,0.4117647,-1.8332829628016536,-0.0,0.0,-2.03296368,4.8754566,-0.0,3.2503044,-4.0222224,0.0
-1.351769,0.724084,-0.25185186,0.1764706,-0.3397423586902851,-6.758845,3.62042,-1.351769,0.724084,-1.2592593,0.0,-0.25185186,0.0
-0.8798889,1.0577102,0.21481481,0.47058824,0.3005355028890197,-4.3994445,5.288551,-0.0,0.0,1.07407405,0.0,0.0,0.0
-0.27318588,1.5243542,-0.25185186,-0.17647056,-0.3396122433409049,-1.09274352,6.0974168,-0.27318588,1.5243542,-1.00740744,1.5243542,-0.25185186,0.0
0.3335171,1.6158297,-0.6666667,-0.05882353,-0.9087264622297372,1.3340684,6.4633188,1.0005513,4.8474891,-2.6666668,1.6158297,-2.0000001,0.0
0.8728086,1.4386811,0.4,0.4117647,0.5545530064793165,2.6184258,4.3160433,1.7456172,2.8773622,1.2000000000000002,0.0,0.8,0.0
-2.699998,1.6526091,0.38518518,0.4117647,0.5340521207209433,-8.099993999999999,4.9578273,-5.399996,3.3052182,1.15555554,1.6526091,0.77037036,0.0
1.075043,1.4680619,-0.8370371,0.9411765,-1.1423701001140132,4.300172,5.8722476,0.0,0.0,-3.3481484,1.4680619,-0.0,0.0
2.2884488,1.0577102,0.24444444,-0.35294116,0.3409700750743576,4.5768976,2.1154204,0.0,0.0,0.48888888,0.0,0.0,0.0
1.3446887,1.6251522,-0.05925926,0.7058823,-0.0754913673599202,5.3787548,6.5006088,2.6893774,3.2503044,-0.23703704,1.6251522,-0.11851852,0.0
1.2772772,0.83906543,0.34814814,0.9411765,0.4831185258951172,2.5545544,1.67813086,0.0,0.0,0.69629628,0.0,0.0,0.0
-1.4191804,1.5711375,0.6666667,0.5882353,0.9199960164175472,-4.2575412,4.7134125,-2.8383608,3.142275,2.0000001,4.7134125,1.3333334,0.0
-0.745066,1.4084109,-0.6814815,0.9411765,-0.9289185165254886,-3.72533,7.0420545,-0.745066,1.4084109,-3.4074075,1.4084109,-0.6814815,0.0
1.546923,1.6064196,-1.0148149,-0.7058824,-1.3862054475935313,6.187692,6.4256784,4.640769000000001,4.8192588,-4.0592596,1.6064196,-3.0444447,0.0
0.46833998,1.6282405,0.85925925,-0.41176468,1.184395582166034,0.46833998,1.6282405,0.93667996,3.256481,0.85925925,4.8847215,1.7185185,0.0
-1.0147117,1.6127028,-0.5925926,-0.23529412,-0.8069688959871695,-4.0588468,6.4508112,-1.0147117,1.6127028,-2.3703704,1.6127028,-0.5925926,0.0
0.8728086,1.5379456,0.08148148,0.9411765,0.1174555606717595,2.6184258,4.6138368,1.7456172,3.0758912,0.2444444399999999,1.5379456,0.16296296,0.0
1.075043,1.6435404,-1.4592592,-0.23529412,-1.99593254117842,0.0,0.0,3.225129,4.9306212,-0.0,3.2870808,-4.3777776,0.0
-0.81247747,1.2902945,0.71111107,0.82352936,0.9810069008430784,-2.43743241,3.8708835,-1.62495494,2.580589,2.13333321,0.0,1.42222214,0.0
-0.8798889,1.2186134,-0.14814815,1.0,-0.197659312234795,-4.3994445,6.093067,-0.8798889,1.2186134,-0.7407407500000001,0.0,-0.14814815,0.0
-0.67765456,1.1004275,0.39259258,0.9411765,0.5443535503599197,-3.3882728,5.5021375,-0.0,0.0,1.9629629,0.0,0.0,0.0
-0.8798889,1.5105754,-0.81481487,0.47058824,-1.1118683600521204,-3.5195556,6.0423016,-0.8798889,1.5105754,-3.25925948,1.5105754,-0.81481487,0.0
-1.0147117,1.0244303,-0.97037035,0.0,-1.3253157443931514,-0.0,0.0,-1.0147117,1.0244303,-0.0,2.0488606,-0.97037035,0.0
1.8165689,1.3890158,-0.49629632,-0.52941173,-0.6750215750344113,7.2662756,5.5560632,0.0,0.0,-1.98518528,1.3890158,-0.0,0.0
-1.0821233,0.79748124,0.24444444,0.76470584,0.3410131216335653,-5.4106165,3.9874062,-1.0821233,0.79748124,1.2222222,0.0,0.24444444,0.0
0.67057425,1.5645868,-0.92592597,0.76470584,-1.2642536287368815,2.682297,6.2583472,0.0,0.0,-3.70370388,1.5645868,-0.0,0.0
0.26610565,1.6996343,-0.06666666,0.0,-0.0855070068556752,1.0644226,6.7985372,0.5322113,3.3992686,-0.26666664,1.6996343,-0.13333332,0.0
-0.61024314,1.3850913,-0.16296297,0.0,-0.2177438588392592,-3.0512157,6.9254565,-1.22048628,2.7701826,-0.8148148500000001,1.3850913,-0.32592594,0.0
0.40092853,1.2415706,0.5555555,-0.7647059,0.7678615579428955,0.80185706,2.4831412,0.80185706,2.4831412,1.111111,0.0,1.111111,0.0
0.8728086,1.4084109,-0.044444446,0.82352936,-0.0552361899404386,3.4912344,5.6336436,1.7456172,2.8168218,-0.177777784,0.0,-0.088888892,0.0
-0.34059733,1.2728503,0.0,-0.23529412,0.0056822646537324,-1.70298665,6.3642515,-0.68119466,2.5457006,0.0,1.2728503,0.0,0.0
1.2772772,1.1262279,-0.34074074,-0.29411763,-0.4615448083401355,2.5545544,2.2524558,0.0,0.0,-0.68148148,1.1262279,-0.0,0.0
0.3335171,1.5873293,-0.014814815,-1.117647,-0.0144752391922064,1.3340684,6.3493172,0.6670342,3.1746586,-0.05925926,1.5873293,-0.02962963,0.0
0.73798573,1.5873293,0.103703715,0.11764706,0.148063684089913,2.95194292,6.3493172,1.47597146,3.1746586,0.41481486,1.5873293,0.20740743,0.0
0.94022006,1.2946086,0.9111111,0.7058823,1.2556098818816024,2.82066018,3.8838258,1.88044012,2.5892172,2.7333333,0.0,1.8222222,0.0
-0.61024314,0.7903792,-0.23703703,0.82352936,-0.3194077099012781,-3.0512157,3.951896,-0.61024314,0.7903792,-1.18518515,0.0,-0.23703703,0.0
0.46833998,1.5678675,-1.4370371,-0.41176468,-1.965363292068581,0.0,0.0,1.40501994,4.7036025,-0.0,3.135735,-4.3111113,0.0
0.13128276,1.5546793,0.58518517,0.82352936,0.8082983501038483,0.39384828,4.6640379,0.26256552,3.1093586,1.7555555100000002,4.6640379,1.17037034,0.0
0.46833998,1.6526091,0.34074074,0.058823533,0.472959235027279,0.46833998,1.6526091,0.93667996,3.3052182,0.34074074,4.9578273,0.68148148,0.0
0.8728086,1.6763982,0.17777778,0.11764706,0.2496894384312767,0.8728086,1.6763982,1.7456172,3.3527964,0.17777778,5.0291946,0.35555556,0.0
1.2098658,1.0300545,-0.12592593,1.0,-0.1670050329809029,6.049329,5.150272500000001,0.0,0.0,-0.6296296499999999,0.0,-0.0,0.0
0.26610565,1.6095661,-1.0222223,-1.1764705,-1.3963801311253352,0.0,0.0,0.79831695,4.8286983,-0.0,1.6095661,-3.0666668999999995,0.0
-0.40800878,1.0951865,0.59999996,0.88235295,0.8286856265953693,-2.0400439,5.475932500000001,-0.0,0.0,2.9999998,0.0,0.0,0.0
-0.070951566,1.0792968,-0.36296296,0.76470584,-0.4921872321980854,-0.3547578299999999,5.396484,-0.070951566,1.0792968,-1.8148148,0.0,-0.36296296,0.0
-0.81247747,1.0951865,0.029629631,0.11764706,0.0463130149058831,-4.06238735,5.475932500000001,-0.81247747,1.0951865,0.148148155,0.0,0.029629631,0.0
-0.4754202,0.7164391,-0.23703703,0.6470588,-0.3193465477564982,-2.377101,3.5821955,-0.4754202,0.7164391,-1.18518515,0.0,-0.23703703,0.0
-0.67765456,1.250608,-0.2962963,-0.35294116,-0.4006136077128887,-3.3882728,6.25304,-0.67765456,1.250608,-1.4814815,0.0,-0.2962963,0.0
-1.6214148,1.4349471,-0.2814815,-0.17647056,-0.3802913356950629,-8.107073999999999,7.174735500000001,-1.6214148,1.4349471,-1.4074075,1.4349471,-0.2814815,0.0
-0.20577444,1.5413148,-1.3037038,0.88235295,-1.782496243204959,-0.0,0.0,-0.61732332,4.6239444,-0.0,3.0826296,-3.9111114,0.0
1.1424544,0.7164391,-0.08888888,0.7058823,-0.1161740744758867,2.2849088,1.4328782,0.0,0.0,-0.17777776,0.0,-0.0,0.0
-0.34059733,1.213958,0.25185186,0.7058823,0.3511472869231928,-1.70298665,6.06979,-0.0,0.0,1.2592593,0.0,0.0,0.0
-0.9473003,1.6435404,-0.08148148,0.76470584,-0.1059480811463743,-2.8419009,4.9306212,-1.8946006,3.2870808,-0.2444444399999999,1.6435404,-0.16296296,0.0
-2.4977634,1.1513793,-1.4222223,0.5294118,-1.94509091846473,-0.0,0.0,-7.493290200000001,3.4541379,-0.0,2.3027586,-4.266666900000001,0.0
-0.9473003,0.7087352,-0.1851852,0.76470584,-0.2481463422804295,-4.7365015,3.543676,-0.9473003,0.7087352,-0.925926,0.0,-0.1851852,0.0
0.46833998,1.6615964,-0.2888889,0.0,-0.3906091876905418,1.87335992,6.6463856,0.93667996,3.3231928,-1.1555556,1.6615964,-0.5777778,0.0
-1.0147117,1.3116806,0.42222223,0.88235295,0.5848666254610634,-3.0441351,3.935041800000001,-0.0,0.0,1.26666669,3.935041800000001,0.0,0.0
0.46833998,1.2186134,0.33333334,-0.29411763,0.463055225126513,0.93667996,2.4372268,0.93667996,2.4372268,0.66666668,0.0,0.66666668,0.0
1.0076315,0.9236378,0.037037037,0.5882353,0.0564750875516651,2.015263,1.8472756,0.0,0.0,0.074074074,0.0,0.0,0.0
-1.4865919,1.5071008,-0.21481481,0.6470588,-0.288971484102425,-7.432959500000001,7.535503999999999,-1.4865919,1.5071008,-1.07407405,1.5071008,-0.21481481,0.0
1.075043,1.5174885,0.73333335,-0.9411765,1.0117221002524264,1.075043,1.5174885,2.150086,3.034977,0.73333335,4.5524655,1.4666667,0.0
-0.0035401233,1.6064196,-0.014814815,0.82352936,-0.0144837879736334,-0.0106203699,4.8192588,-0.0070802466,3.2128392,-0.044444445,1.6064196,-0.02962963,0.0
-1.4865919,1.1710547,-0.40740743,-0.11764705,-0.5530277303938963,-7.432959500000001,5.8552735,-1.4865919,1.1710547,-2.03703715,1.1710547,-0.40740743,0.0
-0.54283166,1.574397,-0.64444447,0.4117647,-0.8782332757570395,-2.17132664,6.297588,-0.54283166,1.574397,-2.57777788,1.574397,-0.64444447,0.0
-0.34059733,1.2232473,1.0518519,0.82352936,1.4486414979748128,-1.02179199,3.6697419,-0.68119466,2.4464946,3.1555557,3.6697419,2.1037038,0.0
2.153626,1.5678675,0.7481482,-0.23529412,1.031875011194726,2.153626,1.5678675,4.307252,3.135735,0.7481482,4.7036025,1.4962964,0.0
0.5357514,1.5905365,-0.64444447,-0.23529412,-0.8781207643809883,2.1430056,6.362146,0.0,0.0,-2.57777788,1.5905365,-0.0,0.0
1.2772772,1.5513549,0.8740741,-0.11764705,1.2047714426779432,1.2772772,1.5513549,2.5545544,3.1027098,0.8740741,4.6540647,1.7481482,0.0
0.73798573,1.2550962,-0.45925927,-0.9411765,-0.624208628453551,2.95194292,5.0203848,0.0,0.0,-1.83703708,1.2550962,-0.0,0.0
1.0076315,1.2045817,-1.0666667,-0.29411763,-1.4572634211154596,0.0,0.0,3.0228945,3.6137451,-0.0,1.2045817,-3.2000001000000005,0.0
-1.4865919,1.1108277,-1.037037,-0.11764705,-1.416701500931257,-0.0,0.0,-1.4865919,1.1108277,-0.0,2.2216554,-1.037037,0.0
0.26610565,1.089918,-0.05185185,-0.11764705,-0.0654525500570583,0.5322113,2.179836,0.0,0.0,-0.1037037,0.0,-0.0,0.0
-0.20577444,1.2684411,0.4148148,0.7058823,0.5746298205977328,-1.0288722,6.3422055,-0.20577444,1.2684411,2.074074,0.0,0.4148148,0.0
1.1424544,1.2415706,0.33333334,-0.23529412,0.4629182361922508,2.2849088,2.4831412,2.2849088,2.4831412,0.66666668,0.0,0.66666668,0.0
1.3446887,0.78322643,-0.27407408,-0.11764705,-0.370159282971666,2.6893774,1.56645286,0.0,0.0,-0.54814816,0.78322643,-0.0,0.0
0.80539715,0.8919507,-0.2814815,0.0,-0.3803280238025788,1.6107943,1.7839014,2.41619145,2.6758521,-0.562963,0.8919507,-0.8444445,0.0
-0.34059733,0.9173802,-0.64444447,-0.35294116,-0.8781378669665345,-0.0,0.0,-0.0,0.0,-0.0,0.9173802,-0.0,0.0
-0.27318588,1.5480194,-0.2888889,0.058823533,-0.3905363117625565,-1.09274352,6.1920776,-0.54637176,3.0960388,-1.1555556,1.5480194,-0.5777778,0.0
-1.6214148,1.4274368,0.6074074,0.5882353,0.8389380658469272,-4.8642444,4.2823104,-3.2428296,2.8548736,1.8222222,4.2823104,1.2148148,0.0
-1.6214148,0.7316709,0.8666667,-0.23529412,1.1944324335076368,-8.107073999999999,3.6583545,-1.6214148,0.7316709,4.3333335,0.0,0.8666667,0.0
1.2098658,1.0631506,0.22222224,1.0,0.3106618562624735,6.049329,5.315753,0.0,0.0,1.1111112,0.0,0.0,0.0
1.7491573,1.1903504,0.46666664,-0.05882353,0.6457650557421366,3.4983146,2.3807008,0.0,0.0,0.93333328,0.0,0.0,0.0
-0.745066,1.6909838,0.5259259,0.0,0.727230835403384,-2.235198,5.0729514,-1.490132,3.3819676,1.5777777,5.0729514,1.0518518,0.0
0.46833998,1.2370211,-0.69629633,-0.29411763,-0.9492678319537982,0.0,0.0,0.0,0.0,-0.0,1.2370211,-0.0,0.0
-1.4865919,0.77602214,-0.14074074,0.11764706,-0.1871516718417541,-7.432959500000001,3.8801107,-1.4865919,0.77602214,-0.7037037,0.0,-0.14074074,0.0
-0.81247747,1.4045619,0.71111107,0.9411765,0.9812740077796864,-2.43743241,4.2136857,-1.62495494,2.8091238,2.13333321,4.2136857,1.42222214,0.0
-0.54283166,1.1563346,0.4,0.6470588,0.5544496812143032,-2.7141583,5.7816730000000005,-0.0,0.0,2.0,0.0,0.0,0.0
0.26610565,1.6374484,0.46666664,-0.11764705,0.645824605364542,0.26610565,1.6374484,0.5322113,3.2748968,0.46666664,4.9123452,0.93333328,0.0
0.67057425,1.0356472,0.044444446,-1.0,0.0665573754894997,1.3411485,2.0712944,0.0,0.0,0.088888892,0.0,0.0,0.0
-1.1495347,1.0467395,-0.7481482,0.5882353,-1.020410319395305,-5.7476735,5.2336975,-1.1495347,1.0467395,-3.740741,2.093479,-0.7481482,0.0
-1.2843575,1.1612654,0.837037,0.76470584,1.15374904323534,-3.8530725,3.4837962,-2.568715,2.3225308,2.511111,0.0,1.674074,0.0
-1.6888262,1.6343884,0.4,0.6470588,0.5544121906610876,-5.0664786,4.9031652,-3.3776524,3.2687768,1.2000000000000002,4.9031652,0.8,0.0
-1.5540034,1.298904,-0.49629632,-0.23529412,-0.6749575743254976,-7.770017,6.4945200000000005,-1.5540034,1.298904,-2.4814816,1.298904,-0.49629632,0.0
0.6031628,1.4424013,0.33333334,-0.41176468,0.4627361690507786,0.6031628,1.4424013,1.2063256,2.8848026,0.33333334,0.0,0.66666668,0.0
0.80539715,1.2728503,0.0962963,-0.9411765,0.1376580832035054,1.6107943,2.5457006,1.6107943,2.5457006,0.1925926,0.0,0.1925926,0.0
2.2210374,1.4122452,-0.562963,-0.35294116,-0.766316465947933,8.8841496,5.6489808,0.0,0.0,-2.251852,1.4122452,-0.0,0.0
-0.138363,1.6282405,-0.25185186,0.76470584,-0.3396984817853328,-0.553452,6.512962,-0.276726,3.256481,-1.00740744,1.6282405,-0.50370372,0.0
-0.20577444,1.3367544,-0.94074076,-0.29411763,-1.284632027408917,-0.0,0.0,-0.61732332,4.0102632,-0.0,1.3367544,-2.82222228,0.0
0.6031628,0.93603677,-0.22962964,-0.4705882,-0.3092856802593287,1.2063256,1.87207354,0.0,0.0,-0.45925928,0.93603677,-0.0,0.0
-0.070951566,1.5776458,0.65925926,1.3529412,0.9098591620575058,-0.2128546979999999,4.7329374,-0.141903132,3.1552916,1.97777778,4.7329374,1.31851852,0.0
-0.34059733,1.0522399,0.31111112,-0.5882353,0.4325271065492758,-0.68119466,2.1044798,-0.68119466,2.1044798,0.62222224,0.0,0.62222224,0.0
-0.8798889,0.82539535,-0.08888888,-0.05882353,-0.1162650121661207,-4.3994445,4.12697675,-0.8798889,0.82539535,-0.4444444,0.0,-0.08888888,0.0
-1.2843575,1.285962,-0.08148148,0.76470584,-0.1059464034321796,-6.421787500000001,6.42981,-1.2843575,1.285962,-0.4074074,1.285962,-0.08148148,0.0
1.075043,1.1513793,-0.25925925,1.0,-0.3498577758058661,5.375215,5.756896500000001,0.0,0.0,-1.29629625,0.0,-0.0,0.0
-0.8798889,1.1413945,-0.69629633,1.0,-0.9492745243665068,-4.3994445,5.706972500000001,-0.8798889,1.1413945,-3.48148165,1.1413945,-0.69629633,0.0
-0.40800878,1.3968191,0.5703704,-0.11764705,0.7880751346247848,-1.22402634,4.1904573,-0.81601756,2.7936382,1.7111112000000002,4.1904573,1.1407408,0.0
0.6031628,1.0846215,-0.05185185,0.23529412,-0.0653237381290975,3.015814,5.4231075,1.2063256,2.169243,-0.25925925,0.0,-0.1037037,0.0
-1.4191804,0.7903792,-0.48888895,0.1764706,-0.6647974482009151,-7.095902,3.951896,-1.4191804,0.7903792,-2.44444475,0.0,-0.48888895,0.0
1.6817459,1.3571795,0.7185185,-0.35294116,0.991087163182954,1.6817459,1.3571795,3.3634918,2.714359,0.7185185,0.0,1.437037,0.0
-1.0821233,0.9958253,-0.6740741,0.6470588,-0.9187011850826572,-5.4106165,4.9791265000000005,-1.0821233,0.9958253,-3.3703705,0.0,-0.6740741,0.0
1.546923,1.1363645,-0.5037037,-0.5882353,-0.6852010785780084,3.093846,2.272729,0.0,0.0,-1.0074074,1.1363645,-0.0,0.0
-0.9473003,1.0412087,-0.23703703,0.1764706,-0.3193832023480171,-4.7365015,5.206043500000001,-0.9473003,1.0412087,-1.18518515,0.0,-0.23703703,0.0
1.2098658,1.59692,-0.22962964,0.82352936,-0.3091934828529322,4.8394632,6.38768,2.4197316,3.19384,-0.91851856,1.59692,-0.45925928,0.0
2.3558602,1.3284662,0.33333334,-0.23529412,0.4630179026311583,4.7117204,2.6569324,0.0,0.0,0.66666668,0.0,0.0,0.0
-0.34059733,1.5379456,-0.6666667,0.47058824,-0.9086499952798248,-1.36238932,6.1517824,-0.34059733,1.5379456,-2.6666668,1.5379456,-0.6666667,0.0
0.5357514,1.2278596,-0.08148148,-0.52941173,-0.1059769400380331,1.0715028,2.4557192,1.6072542,3.6835788,-0.16296296,1.2278596,-0.2444444399999999,0.0
2.2210374,1.6064196,-1.1555556,-0.35294116,-1.5792132625331543,0.0,0.0,6.6631122000000005,4.8192588,-0.0,1.6064196,-3.4666668,0.0
-0.070951566,1.5413148,-0.27407408,-0.05882353,-0.3701271962189624,-0.283806264,6.1652592,-0.070951566,1.5413148,-1.09629632,1.5413148,-0.27407408,0.0
0.06387132,1.3242961,-0.49629632,-1.1764705,-0.6747997629366708,0.25548528,5.2971844,0.0,0.0,-1.98518528,1.3242961,-0.0,0.0
0.73798573,1.5546793,-0.32592595,0.11764706,-0.4412278296400082,2.95194292,6.2187172,1.47597146,3.1093586,-1.3037038,1.5546793,-0.6518519,0.0
1.1424544,1.3449746,0.25185186,-0.23529412,0.3512254152199845,2.2849088,2.6899492,2.2849088,2.6899492,0.50370372,1.3449746,0.50370372,0.0
-0.54283166,1.1463994,0.05185185,0.0,0.0770338116618368,-2.7141583,5.731997,-1.08566332,2.2927988,0.25925925,0.0,0.1037037,0.0
1.075043,1.1807492,0.5111111,-1.0,0.7069042209627264,2.150086,2.3614984,2.150086,2.3614984,1.0222222,0.0,1.0222222,0.0
-0.4754202,0.92985654,-0.7111111,-0.5882353,-0.96970763035736,-0.0,0.0,-0.0,0.0,-0.0,0.92985654,-0.0,0.0
1.0076315,1.2278596,0.9111111,0.9411765,1.255632676172424,3.0228945,3.6835788,2.015263,2.4557192,2.7333333,0.0,1.8222222,0.0
0.8728086,1.0631506,0.103703715,0.29411763,0.1479598898630635,1.7456172,2.1263012,1.7456172,2.1263012,0.20740743,0.0,0.20740743,0.0
1.2772772,0.8658577,-0.06666666,-0.8235294,-0.0856589906718267,2.5545544,1.7317154,3.8318316,2.5975731,-0.13333332,0.8658577,-0.19999998,0.0
0.73798573,1.6556139,-0.5407408,-0.23529412,-0.7358811339155165,2.95194292,6.6224556,2.21395719,4.9668417,-2.1629632,1.6556139,-1.6222224,0.0
